Time_ns,PC1,PC2,PC3,Cluster,RMSD_A,NativeQ,Rg_A
73.9,-0.1316,0.0476,-0.1129,0,2.2460,0.4980,7.0345
74.0,-0.1860,-0.0502,-0.1570,0,2.5258,0.5136,6.7797
74.1,-0.0580,0.2083,0.0652,3,2.2162,0.5030,6.9475
74.2,-0.2372,-0.0482,0.0160,0,2.3380,0.5122,6.8211
74.3,-0.0663,0.2441,-0.1018,3,2.1652,0.5056,7.0417
74.4,0.1529,0.1842,-0.0201,3,2.3623,0.4997,6.9781
74.5,-0.2106,0.0908,0.0685,0,2.2850,0.5114,6.8232
74.6,-0.1199,0.0555,-0.0364,0,2.1764,0.4953,7.0420
74.7,-0.2050,0.0261,0.0896,0,2.1831,0.5002,6.8948
74.8,-0.1451,0.2300,0.1105,3,2.1499,0.5104,6.7763
74.9,-0.1881,0.0110,-0.0858,0,2.2104,0.5088,6.8132
75.0,-0.1770,-0.0315,-0.2017,0,2.2959,0.5064,6.8947
75.1,-0.3136,-0.1022,-0.0051,0,2.2239,0.5120,6.8001
75.2,-0.1308,0.0588,0.1413,0,2.1581,0.5106,6.8013
75.3,-0.1155,0.1925,-0.0909,3,2.1589,0.5027,7.0247
75.4,-0.2665,0.0255,-0.0507,0,2.4142,0.5044,6.7858
75.5,-0.1662,0.2302,0.1759,3,2.2152,0.4999,6.9524
75.6,-0.2093,0.1064,0.0605,0,2.3105,0.5041,6.9198
75.7,-0.1658,0.0439,0.0268,0,2.2953,0.5111,6.8592
75.8,-0.1776,0.1052,0.0928,0,2.1842,0.5103,6.9171
75.9,-0.1805,0.2316,0.1559,3,2.1322,0.5023,6.9049
76.0,-0.1072,0.0316,-0.0113,0,2.2344,0.5041,6.8936
76.1,-0.2306,0.0283,0.1079,0,2.2675,0.5111,6.8326
76.2,-0.1532,0.0662,0.1157,0,2.2904,0.5003,6.9027
76.3,-0.1683,0.0592,0.0678,0,2.3113,0.5046,6.8587
76.4,-0.2048,-0.0142,0.0225,0,2.3328,0.5123,6.8276
76.5,-0.1887,0.1099,0.1722,0,2.3444,0.5089,6.7662
76.6,-0.1144,0.1511,0.1763,3,2.3807,0.4942,7.0328
76.7,-0.2855,0.0665,0.1521,0,2.3820,0.5047,6.9309
76.8,-0.0569,0.0972,0.2313,3,2.2895,0.5021,6.9020
76.9,-0.1775,0.0557,-0.0636,0,2.3868,0.4981,6.8489
77.0,-0.2056,0.0172,0.1177,0,2.6607,0.4997,6.8581
77.1,-0.2114,0.0148,0.1161,0,2.2687,0.5070,6.7988
77.2,-0.0790,0.1487,0.0463,3,2.2759,0.5126,6.7982
77.3,-0.1123,0.2105,0.0806,3,2.2935,0.5094,6.8293
77.4,-0.1399,0.0057,-0.0780,0,2.3666,0.5154,6.7610
77.5,-0.1621,0.1632,-0.0110,3,2.3855,0.4987,6.9208
77.6,-0.1280,0.1139,0.0748,0,2.2033,0.5054,6.8667
77.7,-0.2655,0.0025,-0.0054,0,2.2622,0.5142,6.8153
77.8,-0.2131,0.0506,0.0476,0,2.3258,0.5005,6.8948
77.9,-0.2662,-0.0685,-0.0978,0,2.5208,0.5160,6.7541
78.0,-0.1916,0.0451,-0.0637,0,2.4770,0.5127,6.8548
78.1,-0.1733,-0.0064,-0.1077,0,2.6304,0.5072,6.7453
78.2,-0.2086,-0.0218,0.0516,0,2.4681,0.5173,6.7333
78.3,-0.2508,-0.0613,0.0053,0,2.5434,0.5019,6.8631
78.4,-0.1188,0.1269,-0.0629,3,2.2880,0.5045,6.8863
78.5,-0.1375,0.1025,0.1522,0,2.1962,0.5096,6.8471
78.6,-0.2243,-0.0217,-0.1505,0,2.3930,0.5168,6.7529
78.7,-0.1284,0.1610,0.1270,3,2.2420,0.5073,6.9037
78.8,-0.2863,-0.0632,-0.0452,0,2.6243,0.5022,6.8178
78.9,-0.1783,0.0275,0.0878,0,2.3908,0.4988,6.9384
79.0,-0.2261,0.0074,-0.0555,0,2.3346,0.5041,6.8841
79.1,-0.1729,0.0456,-0.2186,0,2.4640,0.5129,6.7069
79.2,-0.1428,0.0837,-0.0034,0,2.2757,0.5058,6.8330
79.3,-0.1948,-0.1062,-0.2175,0,2.5756,0.4948,6.8870
79.4,-0.0865,0.0919,-0.0289,3,2.2065,0.5106,6.9003
79.5,-0.1566,0.1653,0.0787,3,2.1692,0.5027,6.9695
79.6,-0.2345,-0.0016,-0.0082,0,2.3131,0.5094,6.8373
79.7,-0.3008,-0.0573,0.0074,0,2.2246,0.5201,6.7120
79.8,-0.2519,0.0016,-0.0335,0,2.4367,0.5091,6.6940
79.9,-0.3102,-0.0789,-0.1263,0,2.4113,0.5182,6.6897
80.0,-0.1466,0.1633,0.0163,3,2.3026,0.5070,6.8171
80.1,-0.2638,0.0023,-0.0835,0,2.3917,0.5141,6.7943
80.2,-0.0735,0.2851,0.1755,3,2.2704,0.5028,6.9272
80.3,-0.1424,0.0745,0.0665,0,2.2582,0.5063,6.8453
80.4,-0.0226,0.1624,-0.1685,3,2.3401,0.4984,6.9935
80.5,-0.2165,-0.0709,-0.1478,0,2.6023,0.5061,6.8568
80.6,-0.1083,0.0437,0.0569,0,2.3860,0.5125,6.7763
80.7,-0.2203,0.0776,-0.0134,0,2.4389,0.5082,6.8441
80.8,-0.1189,0.0624,-0.0128,0,2.2527,0.5108,6.8768
80.9,-0.1678,0.0393,-0.0569,0,2.3568,0.5087,6.8430
81.0,-0.1652,0.0537,0.0818,0,2.2179,0.5126,6.8033
81.1,-0.2499,0.0409,-0.0118,0,2.2742,0.5073,6.8031
81.2,-0.2037,0.0247,-0.0619,0,2.2988,0.5095,6.8033
81.3,-0.1636,0.1657,-0.0136,3,2.1437,0.5115,6.8167
81.4,-0.2369,0.1092,0.0378,0,2.3129,0.5090,6.7938
81.5,-0.2060,0.0662,-0.0758,0,2.2481,0.5072,6.8664
81.6,-0.1312,0.1612,0.0423,3,2.2651,0.5009,6.9134
81.7,-0.2065,0.0900,-0.0434,0,2.2735,0.5030,6.8562
81.8,-0.1546,0.0714,-0.0127,0,2.3033,0.5075,6.8149
81.9,-0.0342,0.1604,0.0275,3,2.2308,0.4952,6.9746
82.0,-0.1957,0.2144,0.1506,3,2.2860,0.4990,6.9789
82.1,-0.1701,-0.0146,-0.1775,0,2.2429,0.4999,6.9789
82.2,-0.1962,-0.0428,-0.0010,0,2.3559,0.4997,6.9056
82.3,-0.2071,0.0774,-0.0312,0,2.3343,0.5072,6.7934
82.4,-0.2532,-0.0166,-0.0953,0,2.3922,0.5042,6.7916
82.5,-0.2557,0.0146,-0.1183,0,2.4241,0.5161,6.7488
82.6,-0.1219,0.1738,0.1624,3,2.0735,0.5083,6.9419
82.7,-0.1761,0.0263,-0.0430,0,2.1264,0.5044,6.8480
82.8,-0.2177,0.0559,0.0585,0,2.2549,0.4933,7.0411
82.9,-0.2905,-0.0002,0.0313,0,2.0756,0.5094,6.8076
83.0,-0.3099,-0.0282,0.0401,0,2.1881,0.5051,6.9104
83.1,-0.1929,0.1010,0.0125,0,2.1818,0.5085,6.8447
83.2,0.0473,0.2737,-0.0706,3,2.0803,0.5047,6.9334
83.3,-0.2257,-0.0698,-0.0498,0,2.3328,0.4996,6.8219
83.4,-0.2721,-0.0102,-0.0775,0,2.3594,0.4968,6.8544
83.5,-0.2963,-0.0644,-0.0804,0,2.3208,0.4974,6.9041
83.6,-0.1591,0.2187,0.2087,3,2.1201,0.4946,6.9850
83.7,-0.3096,-0.0843,0.0506,0,2.1592,0.5024,6.8274
83.8,-0.1696,0.1704,0.0660,3,1.9990,0.5012,6.9118
83.9,-0.1782,0.1269,0.0403,0,2.2713,0.4958,6.9431
84.0,-0.2457,0.0313,0.0706,0,2.1608,0.5068,6.8472
84.1,-0.1997,0.1027,0.0481,0,2.2874,0.5039,6.8618
84.2,-0.1155,0.1885,0.1011,3,2.1932,0.5100,6.7906
84.3,-0.2409,-0.0487,0.0208,0,2.2266,0.5100,6.8143
84.4,-0.3276,-0.0848,-0.0317,0,2.3936,0.5117,6.7409
84.5,-0.1552,0.0724,-0.1348,0,2.3926,0.5039,6.8155
84.6,-0.2596,0.0260,0.1418,0,2.2202,0.5012,6.9370
84.7,-0.1954,0.0187,0.0553,0,2.3349,0.5037,6.8985
84.8,-0.1585,-0.0465,0.0441,0,2.2621,0.5059,6.9302
84.9,-0.2214,0.0133,0.0084,0,2.3857,0.5129,6.7633
85.0,-0.2141,0.1515,0.1024,0,2.2285,0.5067,6.8158
85.1,-0.1610,0.0660,0.0115,0,2.4063,0.5040,6.8344
85.2,-0.1472,0.1066,-0.0056,0,2.3143,0.5061,6.8424
85.3,-0.1623,0.1815,0.0177,3,2.4642,0.5095,6.7817
85.4,-0.2708,-0.0664,-0.0634,0,2.3888,0.5109,6.7878
85.5,-0.2186,0.0489,0.0344,0,2.4066,0.5034,6.8616
85.6,-0.0460,0.2125,0.1226,3,2.2258,0.5037,6.9886
85.7,-0.1879,0.0684,-0.0442,0,2.4564,0.5014,6.8963
85.8,-0.1132,0.1772,0.0668,3,2.3639,0.5042,6.9240
85.9,-0.1475,0.1674,0.1179,3,2.2773,0.5028,6.9056
86.0,-0.1431,0.1701,0.0025,3,2.3134,0.5128,6.8904
86.1,-0.2697,0.0624,0.1169,0,2.3664,0.5075,6.8275
86.2,-0.2592,-0.0419,0.1070,0,2.5180,0.5036,6.8113
86.3,-0.2365,-0.1067,-0.1408,0,2.5159,0.5065,6.8992
86.4,-0.3028,-0.0752,-0.0217,0,2.5686,0.5032,6.7694
86.5,-0.0794,0.0938,0.0925,3,2.2589,0.5120,6.8136
86.6,-0.2064,0.0668,-0.1048,0,2.4204,0.4993,6.9652
86.7,-0.2381,0.0403,0.0403,0,2.3685,0.5125,6.8003
86.8,-0.1796,0.0114,-0.0808,0,2.4349,0.5101,6.7622
86.9,-0.2173,0.0929,0.0928,0,2.2161,0.5101,6.8547
87.0,-0.2882,-0.0657,-0.0339,0,2.4031,0.5081,6.7770
87.1,-0.2759,0.0227,0.0432,0,2.2943,0.5076,6.7582
87.2,-0.2889,0.0081,-0.0042,0,2.2733,0.5107,6.8850
87.3,-0.2498,-0.0337,0.0835,0,2.2243,0.5219,6.7567
87.4,-0.1626,0.0932,-0.0681,0,2.4812,0.5102,6.8461
87.5,-0.1860,0.0415,-0.0135,0,2.1949,0.5100,6.8536
87.6,-0.1928,0.0576,-0.0471,0,2.2673,0.5138,6.8232
87.7,-0.1713,0.1185,0.0587,0,2.2638,0.5146,6.7384
87.8,-0.2529,0.1075,0.0513,0,2.3557,0.5096,6.7607
87.9,-0.1739,0.0622,0.0669,0,2.2519,0.5089,6.8712
88.0,-0.1872,0.0572,-0.0802,0,2.2832,0.5135,6.7684
88.1,-0.1226,0.1451,0.1117,3,2.2244,0.5046,6.8473
88.2,-0.1204,0.0193,0.0866,0,2.1989,0.5041,6.8920
88.3,-0.2279,-0.0506,-0.0259,0,2.4132,0.5073,6.8425
88.4,-0.1607,0.2253,0.1850,3,2.3032,0.5016,6.8871
88.5,-0.2373,-0.0149,-0.0395,0,2.3886,0.5152,6.7222
88.6,-0.1767,0.0975,0.0923,0,2.2713,0.5107,6.8079
88.7,-0.1927,0.1518,0.1025,0,2.0629,0.5086,6.9194
88.8,-0.2250,0.0592,0.1323,0,2.3650,0.4983,6.9137
88.9,-0.2630,0.0612,0.0575,0,2.4037,0.5051,6.8374
89.0,-0.2076,0.1500,0.0689,0,2.2588,0.5012,6.8885
89.1,-0.2299,0.2070,0.2145,3,2.0768,0.5181,6.8337
89.2,-0.2260,0.0666,0.1373,0,2.1624,0.5058,6.8909
89.3,-0.2412,0.1048,0.0415,0,2.2721,0.5087,6.8016
89.4,-0.2200,0.1710,-0.0759,0,2.5382,0.5030,6.8299
89.5,-0.1292,0.0943,0.0292,0,2.4520,0.4970,6.9309
89.6,-0.2310,0.1434,0.2024,0,2.2986,0.5043,6.8493
89.7,-0.2371,0.0575,0.0739,0,2.2348,0.5079,6.8174
89.8,-0.2498,0.1113,0.0067,0,2.4610,0.4975,6.9627
89.9,-0.1767,0.1035,-0.0612,0,2.3799,0.5056,6.8017
90.0,-0.1720,0.1016,0.1135,0,2.2564,0.5074,6.8727
90.1,-0.2208,0.0898,0.1292,0,2.2503,0.5051,6.8598
90.2,-0.0167,0.1511,-0.0069,3,2.1964,0.5081,6.9518
90.3,-0.1556,0.1181,0.0477,0,2.2596,0.5164,6.8336
90.4,-0.2005,-0.0163,-0.0157,0,2.2422,0.5113,6.9176
90.5,-0.2183,0.0025,0.0452,0,2.2811,0.5020,6.9084
90.6,-0.1466,0.1942,0.0667,3,2.1315,0.5026,6.8746
90.7,-0.1754,0.1174,-0.0814,0,2.0825,0.5190,6.7111
90.8,-0.2255,0.1224,-0.0307,0,2.0847,0.5048,6.8276
90.9,-0.1392,0.1719,0.0804,3,2.1306,0.5088,6.8812
91.0,-0.3101,0.0575,0.0436,0,2.1251,0.5104,6.8135
91.1,-0.1828,0.0053,-0.1551,0,2.3378,0.5092,6.7684
91.2,-0.1633,-0.0188,-0.1771,0,2.5174,0.5034,6.7548
91.3,-0.0810,0.1979,0.0181,3,2.1454,0.5158,6.7539
91.4,-0.1919,-0.0250,-0.1558,0,2.3533,0.5032,6.9358
91.5,-0.0784,0.1455,0.0509,3,2.2600,0.5079,6.8871
91.6,-0.2065,-0.0607,-0.0393,0,2.3643,0.5047,6.8179
91.7,-0.1129,0.1568,-0.0220,3,2.2807,0.5052,6.8282
91.8,-0.1151,0.2557,0.0789,3,2.1607,0.5152,6.8190
91.9,-0.1716,0.0549,-0.1139,0,2.3631,0.5115,6.8080
92.0,-0.1151,0.1719,0.0292,3,2.2675,0.5102,6.8301
92.1,-0.2044,0.0953,-0.0510,0,2.3463,0.5081,6.8384
92.2,-0.2435,0.0495,-0.1050,0,2.4466,0.5047,6.8944
92.3,-0.2927,0.1081,0.0757,0,2.3455,0.4967,7.0270
92.4,-0.2499,0.0028,0.1572,0,2.1628,0.5090,6.8245
92.5,-0.1255,0.0361,-0.1799,0,2.3798,0.5104,6.8710
92.6,-0.2067,0.0744,-0.0662,0,2.3995,0.5073,6.8386
92.7,-0.1970,0.0067,0.1432,0,2.2321,0.5156,6.7770
92.8,-0.2473,0.0421,0.0625,0,2.4152,0.4995,6.8219
92.9,-0.1350,0.0789,-0.1176,0,2.4495,0.5100,6.8186
93.0,-0.2812,0.0690,0.2359,0,2.4509,0.5065,6.7668
93.1,-0.1042,0.1192,0.0520,3,2.3569,0.4968,6.9472
93.2,-0.2429,-0.0568,-0.0090,0,2.5193,0.5044,6.7600
93.3,-0.1554,-0.0379,-0.1244,0,2.4369,0.5030,6.8328
93.4,-0.1503,0.0636,-0.3612,0,2.6164,0.4958,6.8340
93.5,-0.1852,-0.1092,-0.3571,0,2.6983,0.5075,6.6988
93.6,-0.1816,-0.0405,-0.2964,0,2.4887,0.5079,6.7485
93.7,-0.2374,-0.0594,0.0115,0,2.5143,0.5074,6.7536
93.8,-0.2505,-0.0273,0.0421,0,2.5634,0.5028,6.8065
93.9,-0.1190,0.0255,-0.0476,0,2.2673,0.5138,6.8307
94.0,-0.3404,-0.1987,-0.0182,0,2.5489,0.5042,6.7209
94.1,-0.2043,-0.0449,0.0669,0,2.3182,0.5096,6.7353
94.2,-0.1701,0.0589,0.1827,0,2.0669,0.5104,6.8979
94.3,-0.2490,-0.0054,0.0731,0,2.2449,0.5065,6.8434
94.4,-0.2804,-0.0036,0.1048,0,2.2796,0.5045,6.7720
94.5,-0.2986,-0.0535,0.0515,0,2.3023,0.5095,6.7841
94.6,-0.2614,-0.0919,-0.0753,0,2.4846,0.5110,6.6975
94.7,-0.2065,-0.0899,0.1364,0,2.4276,0.5116,6.8225
94.8,-0.2617,-0.0096,0.0713,0,2.4566,0.5094,6.8733
94.9,-0.3119,-0.0682,0.1062,0,2.3999,0.4989,6.8021
95.0,-0.2617,-0.1499,0.0737,0,2.3696,0.5048,6.7648
95.1,-0.2234,0.0038,0.0719,0,2.3362,0.5146,6.8093
95.2,-0.2867,-0.0299,0.0435,0,2.3456,0.5063,6.8475
95.3,-0.2450,-0.0288,0.1150,0,2.3961,0.5136,6.7915
95.4,-0.2406,0.0497,0.0214,0,2.2532,0.5106,6.8293
95.5,-0.1968,0.0533,0.1142,0,2.2683,0.5184,6.8064
95.6,-0.2050,-0.0601,0.0520,0,2.1839,0.5025,6.8718
95.7,-0.3351,-0.0997,0.0749,0,2.2692,0.5039,6.8160
95.8,-0.3225,-0.0916,0.1532,0,2.3636,0.5071,6.8046
95.9,-0.2584,0.0116,0.0416,0,2.2449,0.5088,6.8065
96.0,-0.2446,-0.0419,0.1553,0,2.2103,0.5093,6.8406
96.1,-0.2197,0.1343,-0.0048,0,2.2786,0.5155,6.7889
96.2,-0.1879,0.0418,-0.0247,0,2.1742,0.5147,6.7659
96.3,-0.3116,-0.1511,-0.0389,0,2.4729,0.5092,6.7411
96.4,-0.2633,-0.1434,0.0162,0,2.4193,0.5110,6.7668
96.5,-0.1150,0.0066,0.0346,0,2.3596,0.5149,6.8122
96.6,-0.1913,0.0614,-0.0721,0,2.5650,0.4987,6.8306
96.7,-0.2028,0.1170,0.0916,0,2.5105,0.5024,6.8785
96.8,-0.1022,0.0256,-0.0878,0,2.5473,0.5101,6.7785
96.9,-0.2104,-0.0284,-0.0828,0,2.5657,0.5046,6.7860
97.0,-0.1619,0.0070,-0.0808,0,2.4598,0.5076,6.7972
97.1,-0.2639,-0.0548,-0.0261,0,2.3125,0.5127,6.8294
97.2,-0.2340,0.0214,0.0555,0,2.2176,0.5110,6.7851
97.3,-0.3101,-0.1630,-0.0128,0,2.4326,0.5092,6.8802
97.4,-0.1199,0.0009,0.0503,0,2.2412,0.5075,6.8665
97.5,-0.3335,-0.2335,0.1210,0,2.3842,0.5069,6.7877
97.6,-0.2340,0.1658,0.1754,0,2.0415,0.5083,6.9466
97.7,-0.2198,0.0809,0.1979,0,2.0911,0.5009,6.8855
97.8,-0.3000,-0.1595,-0.1117,0,2.6304,0.5053,6.7495
97.9,-0.2633,-0.0661,0.0748,0,2.1823,0.5144,6.7715
98.0,-0.1317,0.0766,-0.0612,0,2.1729,0.5158,6.8264
98.1,-0.2059,-0.0185,0.2160,0,2.3188,0.4977,6.9051
98.2,-0.1356,0.1139,0.2743,0,2.2454,0.5100,6.8149
98.3,-0.1487,-0.0288,0.0252,0,2.3913,0.5032,6.9239
98.4,-0.1002,-0.0860,0.1943,0,2.3756,0.4955,7.0420
98.5,-0.1493,0.1002,0.0667,0,2.3305,0.4976,6.9132
98.6,-0.1373,-0.1244,0.1574,0,2.3432,0.5017,6.8707
98.7,-0.2671,-0.0671,0.1975,0,2.3450,0.5075,6.7572
98.8,-0.2248,-0.0727,0.0498,0,2.1752,0.5104,6.8590
98.9,-0.1570,0.0327,0.0791,0,2.0853,0.5055,6.8874
99.0,-0.1455,0.0862,-0.0178,0,2.2318,0.5124,6.7759
99.1,-0.2261,0.0036,-0.0667,0,2.2396,0.5161,6.7934
99.2,-0.1962,0.0185,0.0633,0,2.1335,0.5126,6.8768
99.3,-0.1371,0.2204,0.1133,3,2.2630,0.5094,6.8532
99.4,-0.1525,0.0862,0.0890,0,2.1099,0.5045,6.8980
99.5,-0.2709,-0.0865,0.0507,0,2.2466,0.5071,6.8280
99.6,-0.2085,-0.0454,0.0056,0,2.4336,0.5075,6.7623
99.7,-0.2410,0.0749,0.0489,0,2.2910,0.5102,6.7193
99.8,-0.2042,-0.0055,-0.0132,0,2.4214,0.5125,6.7663
99.9,-0.1927,-0.0211,-0.0639,0,2.5137,0.5097,6.8366
100.0,-0.2081,0.0205,-0.1246,0,2.4651,0.5037,6.7231
100.1,-0.2248,0.0067,0.0706,0,2.0696,0.5093,6.8674
100.2,-0.1432,0.1945,0.0938,3,1.9697,0.5058,6.9021
100.3,-0.1753,-0.0190,0.1818,0,2.1731,0.5022,6.8313
